uuid,vorname,nachname,geschlecht,geburtsjahr,todesjahr,vater,mutter,letzter_partner,erbfolge,kinderzahl,kinder,herkunft,kisatris_primogen,amtsantritt,comment,erbfolge_geburt
3188,Christian Ernst,Baier,m,-335,-310,,,2655,,1,"3189,",BT,Z,,,
3189,Ernst Johannes,von Bergetal,m,-316,-312,3188,2655,,15,0,,BT,Z,,,3
3190,Wilhelmine,Friedrichs,f,-334,-311,,,2660,,1,"3191,",MB,Z,,,
3191,Lumiel Johann,von Eichenwald,m,-316,-300,2660,3190,,16,0,,EW,Z,,,2
3192,Christoph Maximilian Fritz,Schmid,m,-334,-316,,,2662,,1,"3193,",MB,Z,,,
3193,Elisabeth,von Bergetal,f,-316,-306,3192,2662,,15,0,,BT,Z,,,3
3194,Agnes Therese,Freifrau von Glace,f,-334,-316,,,2671,,1,"3195,",KS,Z,,,
3195,Lea Sibylle,von Kisatris,f,-316,-292,2671,3194,3545,17,1,"3546,",KS,AAABABABDAA,,,3
3196,Else Karoline,von Bergetal,f,-316,-295,2584,2673,,15,0,,BT,Z,,,3
3197,Nelenia Luca,Borchardt,f,-334,-316,,,2674,,1,"3198,",TF,Z,,,
3198,Magdalene Eva,von Bergetal,f,-316,-311,2674,3197,,13,0,,BT,Z,,,1
3199,Franz,Engel,m,-367,-315,,,,,0,,EW,Z,,,
3200,Andreas Caspar Lior,Götz,m,-351,-315,,,2268,,1,"3201,",MU,Z,,,
3201,Andreas Joseph Karl,von Möwenburg,m,-315,-270,3200,2268,3653,12,3,"3533,3548,3654,",MB,Z,,,2
3202,Philipp,Freiherr von Guerre,m,-339,-290,,,,,0,,KS,Z,,,
3203,Andreas Hans,David,m,-336,-315,,,2619,,1,"3204,",BT,Z,,,
3204,Auguste Agnes,von Eichenwald,f,-315,-286,3203,2619,3564,15,1,"3565,",EW,Z,,,1
3205,Bertha Eva Amalie,Struck,f,-336,-255,,,2621,,1,"3206,",EW,Z,,,
3206,Julius Richard,von Eichenwald,m,-315,-312,2621,3205,,16,0,,EW,Z,,,2
3207,Caroline Ursula,Born,f,-336,-304,,,2625,,1,"3208,",MB,Z,,,
3208,Clara Rieke Nele Wiebke,von Möwenburg,f,-315,-305,2625,3207,,13,0,,MB,Z,,,3
3209,Fritz Paul,Schwarzer,m,-335,-315,,,,,0,,EW,Z,,,
3210,Luca Thorin Anton,von Bergetal,m,-315,-260,2657,2210,2992,13,3,"3550,3567,3723,",BT,Z,,,2
3211,Nelenia,Mende,f,-334,-315,,,2660,,1,"3212,",MU,Z,,,
3212,Elurin,von Eichenwald,f,-315,-257,2660,3211,,16,0,,EW,Z,,,2
3213,Julius Peer,Rudolf,m,-334,-315,,,2669,,1,"3214,",MB,Z,,,
3214,Gertrud,von Möwenburg,f,-315,-256,3213,2669,3791,10,2,"3552,3994,",MB,Z,-283,Amtsantritt mit entfernung zum alten Fürsten: 2,1
3215,Christian Paul Jens Caspar,Höhne,m,-333,-293,,,2688,,1,"3216,",MU,Z,,,
3216,Otto,von Eichenwald,m,-315,-303,3215,2688,,15,0,,EW,Z,,,1
3217,Catharina Zoe,Haß,f,-333,-301,,,,,0,,TF,Z,,,
3218,Erlan Rudolf,Wulff,m,-351,-314,,,2268,,1,"3219,",BT,Z,,,
3219,Rudolf Franz Anton Gustav,von Möwenburg,m,-314,-296,3218,2268,3568,12,1,"3569,",MB,Z,,,2
3220,Frederic Louis Ludwig,von Kisatris,m,-314,-279,2528,2293,3696,16,3,"3590,3618,3697,",KS,AAABABABABC,,,2
3221,Ludwig Heinrich Jacques,Freiherr von Tempete,m,-347,-314,,,,,0,,KS,Z,,,
3222,Franz,Specht,m,-336,-311,,,2619,,2,"3223,3247,",MB,Z,,,
3223,Idril Therese,von Eichenwald,f,-314,-289,3222,2619,,15,0,,EW,Z,,,1
3224,Caroline,Thiele,f,-336,-314,,,2625,,1,"3225,",MB,Z,,,
3225,Hans Peter,von Möwenburg,m,-314,-284,2625,3224,,13,0,,MB,Z,,,3
3226,Franc Jacob,Freiherr von Mouton,m,-333,-314,,,2682,,1,"3227,",KS,Z,,,
3227,Jacob Andreas Georg,von Kisatris,m,-314,-304,3226,2682,,17,0,,KS,AAABABABBCA,,,3
3228,Christoph Fritz Joachim Johannes,von Eichenwald,m,-314,-288,2697,2460,,15,0,,EW,Z,,,1
3229,Anna Sophia Sibylle,von Eichenwald,f,-314,-293,2697,2460,3570,15,1,"3571,",EW,Z,,,1
3230,Aldon Elros,von Eichenwald,m,-314,-306,2558,2717,,15,0,,EW,Z,,,1
3231,Shira,Krieger,f,-332,-306,,,,,0,,MU,Z,,,
3232,Johannes Luca Christoph,Sievers,m,-358,-313,,,,,0,,TF,Z,,,
3233,Gustav,Menzel,m,-347,-313,,,,,0,,MB,Z,,,
3234,Elisabeth,Schrader,f,-344,-313,,,,,0,,BT,Z,,,
3235,Caroline Friederike Sibylle,Heymann,f,-344,-305,,,,,0,,TF,Z,,,
3236,Otto Andreas Franz,von Eichenwald,m,-313,-296,2558,2749,,15,0,,EW,Z,,,1
3237,Katharina Sinje Christine Hannah,Fritsch,f,-336,-313,,,,,0,,MU,Z,,,
3238,Dior Joachim Kiirion,Menke,m,-332,-240,,,,,0,,EW,Z,,,
3239,Zoe Johanna,Baronin von Paysage,f,-331,-252,,,2736,,1,"3240,",KS,Z,,,
3240,Frederic Niroi,von Kisatris,m,-313,-303,2736,3239,,17,0,,KS,AAABABABBDA,,,3
3241,Andreas Franz Friedrich Julien,Fritzsche,m,-331,-302,,,,,0,,EW,Z,,,
3242,Maximilian,Späth,m,-331,-300,,,2759,,1,"3243,",MU,Z,,,
3243,Maximilian Michael Joseph,von Möwenburg,m,-313,-274,3242,2759,3698,12,3,"3581,3598,3699,",MB,Z,,,2
3244,Sophia Caroline,Heinen,f,-344,-312,,,,,0,,MU,Z,,,
3245,Zoe Anne,Zabel,f,-339,-312,,,,,0,,TF,Z,,,
3246,Maximilian Martin,Schirmer,m,-338,-312,,,,,0,,TF,Z,,,
3247,Ida Emma Caroline,von Eichenwald,f,-312,-309,3222,2619,,15,0,,EW,Z,,,1
3248,Jakob,Brendel,m,-334,-296,,,2669,,1,"3249,",EW,Z,,,
3249,Jakob Franz Gustav Jacob Caspar,von Möwenburg,m,-312,-278,3248,2669,3270,11,3,"3600,3700,3824,",MB,Z,,,1
3250,Amalie,von Kisatris,f,-312,-255,2736,2682,3601,17,1,"3602,",KS,AAABABABBCB,,,3
3251,Frieda,Michaelis,f,-333,-286,,,,,0,,EW,Z,,,
3252,Johannes Lumiel,Döring,m,-332,-312,,,2717,,1,"3253,",EW,Z,,,
3253,Lumiel August Hermann Ferdinand,von Möwenburg,m,-312,-271,3252,2717,,13,0,,MB,Z,,,3
3254,Therese Christine Rieke,von Möwenburg,f,-312,-292,2182,2752,,13,0,,MB,Z,,,3
3255,Maximilian,von Möwenburg,m,-312,-297,2182,2752,,13,0,,MB,Z,,,3
3256,Eike Amalia,von Möwenburg,f,-312,-256,2544,2759,3798,12,3,"3634,4008,4020,",MB,Z,,,2
3257,Dina Lior,Becher,f,-331,-312,,,2761,,1,"3258,",MU,Z,,,
3258,Paul Gustav Joachim,von Eichenwald,m,-312,-261,2761,3257,,15,0,,EW,Z,,,1
3259,Wilhelm Hermann Christoph,Kruse,m,-330,-312,,,,,0,,TF,Z,,,
3260,Ole,Bender,m,-330,-312,,,2787,,1,"3261,",MU,Z,,,
3261,Ole Johann August,von Bergetal,m,-312,-300,3260,2787,,13,0,,BT,Z,,,3
3262,Bertha,Hildebrandt,f,-360,-311,,,,,0,,MU,Z,,,
3263,August Joseph,Heidemann,m,-353,-311,,,,,0,,MU,Z,,,
3264,Jade Elise,Gräfin von Aigul,f,-352,-311,,,,,0,,KS,Z,,,
3265,Amon Franz Ernst,Melzer,m,-352,-311,,,,,0,,MU,Z,,,
3266,Clement Caspar,Baron von Lelac,m,-339,-283,,,,,0,,KS,Z,,,
3267,Caroline Judith Amalia Trude,Wiese,f,-333,-311,,,2697,,1,"3268,",MB,Z,,,
3268,Johannes Fritz Elurin Heinrich,von Eichenwald,m,-311,-306,2697,3267,,15,0,,EW,Z,,,1
3269,Käthe,Geyer,f,-331,-292,,,2733,,1,"3270,",MU,Z,,,
3270,Bernhard Andreas Wilhelm,von Möwenburg,m,-311,-257,2733,3269,3587,12,8,"3620,3636,3641,3671,3772,3824,3923,3999,",MB,Z,,,2
3271,Sophie,Comtess von Montagne,f,-331,-311,,,,,0,,KS,Z,,,
3272,Bertha Frieda,Wolff,f,-331,-276,,,2747,,1,"3273,",MU,Z,,,
3273,Christine Oddrun,von Bergetal,f,-311,-292,2747,3272,2787,13,2,"3605,3622,",BT,Z,,,3
3274,Fiete Fritz Ernst,Siebert,m,-331,-311,,,,,0,,MB,Z,,,
3275,Ferdinand Nils,Vogler,m,-331,-306,,,2751,,2,"3276,3336,",MB,Z,,,
3276,Therese Dorothea,von Möwenburg,f,-311,-297,3275,2751,,13,0,,MB,Z,,,3
3277,Heinrich,Schürmann,m,-331,-288,,,2753,,1,"3278,",MB,Z,,,
3278,Heinrich Georg,von Möwenburg,m,-311,-291,3277,2753,,13,0,,MB,Z,,,3
3279,Wiebke,Hellwig,f,-331,-311,,,2758,,1,"3280,",MB,Z,,,
3280,August Nils Heinrich,von Möwenburg,m,-311,-296,2758,3279,,12,0,,MB,Z,,,2
3281,Katharina Christine,von Möwenburg,f,-311,-294,2503,2759,,12,0,,MB,Z,,,2
3282,Julius Ludwig Fritz Franz Caspar,Schönherr,m,-330,-311,,,2779,,1,"3283,",EW,Z,,,
3283,Fritz Aldon Joseph Hermann Caspar,von Eichenwald,m,-311,-297,3282,2779,,15,0,,EW,Z,,,1
3284,Erlan Georg Anton Johann,Keck,m,-329,-311,,,2805,,1,"3285,",BT,Z,,,
3285,Erlan Thorin Leopold,von Bergetal,m,-311,-296,3284,2805,,13,0,,BT,Z,,,3
3286,August,Wild,m,-329,-296,,,2817,,1,"3287,",BT,Z,,,
3287,Christiane Mathilde,von Bergetal,f,-311,-277,3286,2817,3010,13,2,"3637,3657,",BT,Z,,,3
3288,Ferdinand,Nitschke,m,-365,-310,,,,,0,,BT,Z,,,
3289,Julius Hans,von Möwenburg,m,-310,-294,2682,2268,,12,0,,MB,Z,,,2
3290,Dwalin Konrad Bifur,von Bergetal,m,-310,-253,2510,2372,3847,11,4,"3638,3791,3843,3848,",BT,Z,,,3
3291,Ursula,Schürmann,f,-340,-294,,,2544,,1,"3292,",EW,Z,,,
3292,Peter Kili Jakob,von Bergetal,m,-310,-281,2544,3291,3709,13,2,"3673,3710,",BT,Z,,,3
3293,Paul,Henze,m,-334,-310,,,2669,,1,"3294,",TF,Z,,,
3294,Paul Christian Jens Fritz,von Möwenburg,m,-310,-297,3293,2669,,11,0,,MB,Z,,,1
3295,Ernst Ferdinand Otto,von Möwenburg,m,-310,-295,2817,2791,,11,0,,MB,Z,,,1
3296,Juliane Sinje,von Möwenburg,f,-310,-285,2817,2791,3624,11,1,"3625,",MB,Z,,,1
3297,Wilhelm,Ochs,m,-329,-308,,,2817,,2,"3298,3321,",MU,Z,,,
3298,Johanna Marianne,von Bergetal,f,-310,-287,3297,2817,3701,13,2,"3659,3702,",BT,Z,,,3
3299,Ludwig Thorin Fritz,Renner,m,-328,-310,,,2824,,1,"3300,",BT,Z,,,
3300,Thorin Peter,von Bergetal,m,-310,-293,3299,2824,,11,0,,BT,Z,,,1
3301,Camille Julie Charlotte,Wendt,f,-328,-305,,,,,0,,TF,Z,,,
3302,Christine,Sachse,f,-328,-309,,,,,0,,MB,Z,,,
3303,Rieke Hedda,Bayer,f,-328,-307,,,,,0,,MB,Z,,,
3304,Erlan,Vogel,m,-351,-309,,,,,0,,BT,Z,,,
3305,Anna Deborah Lior Bertha,Kolb,f,-348,-269,,,,,0,,MU,Z,,,
3306,Barbara,Rauch,f,-346,-309,,,,,0,,MU,Z,,,
3307,Friederike,Freifrau von Greve,f,-342,-306,,,2503,,1,"3308,",KS,Z,,,
3308,Clement Martin Christoph,von Kisatris,m,-309,-264,2503,3307,3270,17,1,"3641,",KS,AAABABABBAC,,,3
3309,Oddrun Frieda Auguste Elisabeth Anna,von Bergetal,f,-309,-253,2210,2595,2749,13,4,"3643,3677,3700,3728,",BT,Z,,,3
3310,Ferdinand Michael,von Bergetal,m,-309,-306,2210,2595,,13,0,,BT,Z,,,3
3311,Karoline Amalia Eike Frieda,Eckhardt,f,-336,-309,,,2621,,1,"3312,",MB,Z,,,
3312,Wilhelmine Marianne Lumiel,von Eichenwald,f,-309,-237,2621,3311,,16,0,,EW,Z,,,3
3313,Frederic Joseph,von Kisatris,m,-309,-220,2736,2828,3688,17,1,"3689,",KS,AAABABABBDC,,,3
3314,Jacques Wilhelm,Frey,m,-331,-309,,,2749,,1,"3315,",TF,Z,,,
3315,Jacques Kili,von Bergetal,m,-309,-305,3314,2749,,13,0,,BT,Z,,,3
3316,Carl Leo,Esser,m,-331,-297,,,,,0,,TF,Z,,,
3317,Christoph,Uhl,m,-331,-309,,,2753,,1,"3318,",TF,Z,,,
3318,Trude Nele,von Möwenburg,f,-309,-268,3317,2753,,13,0,,MB,Z,,,3
3319,Karl Hugo,Nowack,m,-329,-299,,,2791,,1,"3320,",MU,Z,,,
3320,Wiebke Margaretha,von Möwenburg,f,-309,-278,3319,2791,2531,11,6,"3645,3679,3730,3743,3753,3792,",MB,Z,,,1
3321,Christiane,von Bergetal,f,-309,-285,3297,2817,3646,13,1,"3647,",BT,Z,,,3
3322,Marie Catharina Jade,Miller,f,-328,-300,,,2827,,1,"3323,",TF,Z,,,
3323,Friedrich Anton Hans,von Eichenwald,m,-309,-300,2827,3322,,16,0,,EW,Z,,,3
3324,Amalia Eleonore Milja Edda Auguste,Warnecke,f,-328,-305,,,2829,,1,"3325,",BT,Z,,,
3325,Meril Catharina Agnes,von Eichenwald,f,-309,-270,2829,3324,,15,0,,EW,Z,,,2
3326,Jade Eva Nelenia,Gräfin von Montagne,f,-328,-309,,,,,0,,KS,Z,,,
3327,Lea,Freifrau von Lamer,f,-328,-293,,,2841,,1,"3328,",KS,Z,,,
3328,Sophia,von Eichenwald,f,-309,-306,2841,3327,,13,0,,EW,Z,,,1
3329,Frieda Sibylle,von Eichenwald,f,-309,-273,2865,2395,,16,0,,EW,Z,,,3
3330,Peter Joseph,von Eichenwald,m,-309,-298,2865,2395,,16,0,,EW,Z,,,3
3331,Christiane Helene Lea Camille,Gräfin von Aigul,f,-340,-232,,,,,0,,KS,Z,,,
3332,Fritz Hans Peter,Lange,m,-334,-308,,,2669,,1,"3333,",BT,Z,,,
3333,Sibylle Maria Marianne,von Möwenburg,f,-308,-276,3332,2669,3793,11,4,"3662,3755,3774,3794,",MB,Z,,,1
3334,Magdalene Ida,Zeller,f,-331,-308,,,2733,,1,"3335,",BT,Z,,,
3335,Sophia Charlotte Karoline,von Möwenburg,f,-308,-302,2733,3334,,12,0,,MB,Z,,,2
3336,Ida Wiebke,von Möwenburg,f,-308,-245,3275,2751,,13,0,,MB,Z,,,3
3337,Caspar,Ernst,m,-331,-301,,,,,0,,EW,Z,,,
3338,Jacob Hugo,Fricke,m,-331,-287,,,2753,,1,"3339,",MB,Z,,,
3339,Jacob Eike,von Möwenburg,m,-308,-235,3338,2753,,13,0,,MB,Z,,,3
3340,Anna Catharina,von Eichenwald,f,-308,-305,2897,2836,,15,0,,EW,Z,,,2
3341,Anna,von Eichenwald,f,-308,-259,2836,2897,,15,0,,EW,Z,,,2
3342,Emma Johanna Hannah,Schneider,f,-328,-300,,,2841,,3,"3343,3457,3477,",MU,Z,,,
3343,Johannes Hermann Ferdinand,von Eichenwald,m,-308,-255,2841,3342,3792,12,3,"3664,3827,3981,",EW,Z,-295,Amtsantritt mit entfernung zum alten Fürsten: 1,1
3344,Auguste Katla,von Bergetal,f,-308,-297,2865,2747,,13,0,,BT,Z,,,3
3345,Marianne Clara Bertha,von Bergetal,f,-308,-262,2865,2747,3681,13,2,"3666,3682,",BT,Z,,,3
3346,Martin,Graf von Aigul,m,-326,-308,,,2884,,1,"3347,",KS,Z,,,
3347,Martin Karl Peter Bifur,von Bergetal,m,-308,-260,3346,2884,3805,13,5,"3668,3715,3745,3806,3814,",BT,Z,,,3
3348,Paul Maximilian Ferdinand Konrad,Krüger,m,-326,-308,,,2891,,1,"3349,",MU,Z,,,
3349,Christiane,von Eichenwald,f,-308,-256,3348,2891,,15,0,,EW,Z,,,2
3350,Wiebke Rieke,Hauser,f,-326,-308,,,2896,,1,"3351,",MU,Z,,,
3351,Marianne Frieda,von Eichenwald,f,-308,-279,2896,3350,,15,0,,EW,Z,,,2
3352,Emma,Noll,f,-326,-308,,,2903,,1,"3353,",MU,Z,,,
3353,Elros Richard,von Eichenwald,m,-308,-228,2903,3352,,16,0,,EW,Z,,,3
3354,Philipp Paul Julien,Sommer,m,-326,-263,,,,,0,,TF,Z,,,
3355,Martha Clara,Marx,f,-326,-288,,,2912,,1,"3356,",MB,Z,,,
3356,Else Bertha,von Möwenburg,f,-308,-295,2912,3355,,11,0,,MB,Z,,,1
3357,Heinrich Ferdinand,Maaß,m,-326,-278,,,2918,,1,"3358,",MU,Z,,,
3358,Ferdinand Johann Ole Hugo,von Möwenburg,m,-308,-226,3357,2918,,13,0,,MB,Z,,,3
3359,Julie Amalie,Schramm,f,-344,-307,,,,,0,,TF,Z,,,
3360,Camille,Baronin von Manson,f,-340,-302,,,,,0,,KS,Z,,,
3361,Christina,Baronin von Lelac,f,-339,-307,,,2558,,1,"3362,",KS,Z,,,
3362,Otto Michael Dior,von Eichenwald,m,-307,-265,2558,3361,,15,0,,EW,Z,,,2
3363,Schem,Ortmann,f,-331,-307,,,2747,,1,"3364,",MU,Z,,,
3364,Barbara,von Bergetal,f,-307,-256,2747,3363,3690,13,2,"3691,3716,",BT,Z,,,3
3365,Olwe Elohir Jakob,Singer,m,-331,-303,,,,,0,,EW,Z,,,
3366,Amalia Eva Sophia,Pfister,f,-328,-296,,,2836,,1,"3367,",MB,Z,,,
3367,Hans Rudolf Ludwig Ernst,von Bergetal,m,-307,-298,2836,3366,,13,0,,BT,Z,,,3
3368,Lumiel Bernhard,von Bergetal,m,-307,-298,2865,2747,,13,0,,BT,Z,,,3
3369,Maria Katharina,von Bergetal,f,-307,-242,2865,2747,3795,13,2,"3693,3796,",BT,Z,,,3
3370,Hannah,Bormann,f,-325,-307,,,,,0,,MU,Z,,,
3371,Auguste,Brendel,f,-325,-263,,,2928,,1,"3372,",EW,Z,,,
3372,Helene Christiane Johanna,von Möwenburg,f,-307,-278,2928,3371,3746,12,2,"3717,3747,",MB,Z,,,2
3373,Elurin Idril Friedrich Karl,Thieme,m,-325,-260,,,2929,,1,"3374,",EW,Z,,,
3374,Amalie,von Eichenwald,f,-307,-291,3373,2929,,15,0,,EW,Z,,,2
3375,Jakob Jasper Jacob,Gräfe,m,-331,-306,,,,,0,,MB,Z,,,
3376,Friedrich Wilhelm Johannes Andreas,Zahn,m,-331,-266,,,2753,,1,"3377,",MU,Z,,,
3377,Eike Wilhelmine,von Möwenburg,f,-306,-261,3376,2753,,13,0,,MB,Z,,,3
3378,Julius,Siegel,m,-329,-306,,,,,0,,MB,Z,,,
3379,Andreas Ludwig,Obst,m,-326,-285,,,,,0,,BT,Z,,,
3380,August Philipp,Gläser,m,-325,-306,,,2927,,1,"3381,",TF,Z,,,
3381,Barbara,von Möwenburg,f,-306,-266,3380,2927,,13,0,,MB,Z,,,3
3382,Eleonore Christiane Käthe Wilhelmine,Rademacher,f,-325,-306,,,2933,,1,"3383,",BT,Z,,,
3383,Bernhard Wilhelm Elros Kiirion Aldon,von Eichenwald,m,-306,-278,2933,3382,,15,0,,EW,Z,,,3
3384,Joachim,Born,m,-324,-306,,,2971,,1,"3385,",EW,Z,,,
3385,Joachim Paul Anton Christian,von Eichenwald,m,-306,-287,3384,2971,,15,0,,EW,Z,,,3
3386,Auguste Caroline Barbara,Hentschel,f,-324,-306,,,2974,,1,"3387,",BT,Z,,,
3387,Christoph Hermann Fritz,von Bergetal,m,-306,-262,2974,3386,3694,13,1,"3695,",BT,Z,,,3
3388,Tauriel Dorothea,von Eichenwald,f,-305,-291,1987,2682,,15,0,,EW,Z,,,3
3389,Peter Paul,von Bergetal,m,-305,-288,2544,2971,,13,0,,BT,Z,,,3
3390,Bertha Nelenia Frieda,Strobel,f,-334,-305,,,2674,,1,"3391,",MU,Z,,,
3391,Gertrud Nelenia Mathilde Hedwig,von Bergetal,f,-305,-251,2674,3390,3533,13,3,"3735,3808,3818,",BT,Z,,,3
3392,Karl,Schramm,m,-326,-281,,,,,0,,BT,Z,,,
3393,Arwen,Pütz,f,-325,-266,,,2926,,1,"3394,",EW,Z,,,
3394,Eva,von Möwenburg,f,-305,-278,2926,3393,,13,0,,MB,Z,,,3
3395,Solrun,Meyer,f,-325,-305,,,2928,,1,"3396,",BT,Z,,,
3396,Marianne Else,von Möwenburg,f,-305,-284,2928,3395,3705,12,1,"3706,",MB,Z,,,2
3397,Christoph Luca,Braun,m,-324,-277,,,2963,,1,"3398,",TF,Z,,,
3398,Christoph Andreas Hermann,von Bergetal,m,-305,-256,3397,2963,3707,13,1,"3708,",BT,Z,,,3
3399,Anna Else,Strobel,f,-323,-286,,,2984,,1,"3400,",BT,Z,,,
3400,Christiane Milja,von Bergetal,f,-305,-263,2984,3399,3776,13,3,"3737,3758,3777,",BT,Z,,,3
3401,Balin Johannes Peter Caspar,Oswald,m,-323,-305,,,,,0,,BT,Z,,,
3402,Leo Carl Anton Paul,Freiherr von Glace,m,-323,-301,,,3008,,2,"3403,3447,",KS,Z,,,
3403,Elurin,von Eichenwald,f,-305,-271,3402,3008,,15,0,,EW,Z,,,3
3404,Jens,Ruf,m,-323,-299,,,,,0,,MU,Z,,,
3405,Joseph Niroi,Freiherr von Tempete,m,-323,-305,,,,,0,,KS,Z,,,
3406,Clara Dorothea,von Eichenwald,f,-304,-266,2364,2752,,15,0,,EW,Z,,,3
3407,Bernhard Andreas Jasper Julius,Gebauer,m,-329,-285,,,2791,,1,"3408,",MB,Z,,,
3408,Amalia Margaretha,von Möwenburg,f,-304,-212,3407,2791,3778,11,1,"3779,",MB,Z,,,1
3409,Juliane Sophia,Zabel,f,-325,-304,,,2926,,1,"3410,",BT,Z,,,
3410,Eva,von Möwenburg,f,-304,-261,2926,3409,,13,0,,MB,Z,,,3
3411,Heinrich Hans,Gräfe,m,-325,-273,,,,,0,,MB,Z,,,
3412,Solrun Sophia,von Bergetal,f,-304,-274,2985,2963,3748,13,2,"3720,3749,",BT,Z,,,3
3413,Ida Catharina,Freiin von Ciel,f,-323,-282,,,2981,,1,"3414,",KS,Z,,,
3414,Nils Maximilian,von Möwenburg,m,-304,-297,2981,3413,,13,0,,MB,Z,,,3
3415,Dorothea,Hauck,f,-323,-304,,,2984,,1,"3416,",MB,Z,,,
3416,Hans Dwalin Otto Ludwig,von Bergetal,m,-304,-290,2984,3415,,13,0,,BT,Z,,,3
3417,Deborah,Haller,f,-323,-304,,,2985,,1,"3418,",MU,Z,,,
3418,Auguste Else Ursula Ashild,von Bergetal,f,-304,-280,2985,3417,3809,13,2,"3761,3810,",BT,Z,,,3
3419,August Ole Fiete Nils,Konrad,m,-323,-304,,,3009,,1,"3420,",MB,Z,,,
3420,Amalie Dior Clara,von Eichenwald,f,-304,-230,3419,3009,,15,0,,EW,Z,,,3
3421,Martin Luca Andreas,Baron von Lelac,m,-323,-304,,,3010,,1,"3422,",KS,Z,,,
3422,Martin Christoph Clement,von Kisatris,m,-304,-225,3421,3010,,16,0,,KS,AAABABABABAA,,,2
3423,Catharina Louise Marie,Gräfin von Montagne,f,-322,-304,,,3020,,1,"3424,",KS,Z,,,
3424,Niroi Carl,von Kisatris,m,-304,-273,3020,3423,,17,0,,KS,AAABABABFBA,,,3
3425,Aliza,Wendel,f,-322,-299,,,3026,,1,"3426,",MU,Z,,,
3426,Andreas Michael Gustav Anton,von Tiefenfels,m,-304,-272,3026,3425,3738,14,2,"3722,3739,",TF,Z,-272,Amtsantritt mit entfernung zum alten Fürsten: 1,1
3427,Catharina Eva,Pfeiffer,f,-322,-304,,,3033,,1,"3428,",TF,Z,,,
3428,Amalia Hedda,von Möwenburg,f,-304,-284,3033,3427,,13,0,,MB,Z,,,3
3429,Tauriel,Rapp,f,-322,-248,,,,,0,,EW,Z,,,
3430,Christian Jacob Clement,von Kisatris,m,-304,-209,2717,3044,3792,13,2,"3763,3998,",KS,AAABABABAAAA,-285,Amtsantritt nach Primogenität,1
3431,Johannes,Freiherr von Greve,m,-333,-280,,,,,0,,KS,Z,,,
3432,Christian Kiirion Hans,Hinz,m,-332,-262,,,2717,,1,"3433,",EW,Z,,,
3433,Martha Nele Imke Anna,von Möwenburg,f,-303,-272,3432,2717,,13,0,,MB,Z,,,3
3434,Bahne Caspar,Künzel,m,-331,-303,,,,,0,,MB,Z,,,
3435,Christoph Michael Jens,Pohlmann,m,-326,-267,,,2918,,1,"3436,",MU,Z,,,
3436,Ida Eike,von Möwenburg,f,-303,-251,3435,2918,,13,0,,MB,Z,,,3
3437,Napiar Michael,Keil,m,-323,-258,,,3000,,1,"3438,",TF,Z,,,
3438,Michael Martin Andreas,von Möwenburg,m,-303,-258,3437,3000,,13,0,,MB,Z,,,3
3439,Michael Christoph Hermann,Behr,m,-323,-303,,,3009,,1,"3440,",MU,Z,,,
3440,Arwen Marie Dorothea,von Eichenwald,f,-303,-275,3439,3009,,15,0,,EW,Z,,,3
3441,Helene Mathilde,Lücke,f,-322,-303,,,,,0,,MB,Z,,,
3442,Jacob,Jakob,m,-347,-302,,,,,0,,TF,Z,,,
3443,Andreas,Freiherr von Neige,m,-341,-302,,,,,0,,KS,Z,,,
3444,Bertha Sinje,Schnabel,f,-326,-252,,,,,0,,MB,Z,,,
3445,Jacques Niroi Johannes,Freiherr von Lamer,m,-325,-302,,,2929,,1,"3446,",KS,Z,,,
3446,Johannes Elros Bernhard Franz Paul Christian,von Eichenwald,m,-302,-266,3445,2929,,15,0,,EW,Z,,,3
3447,Leo Meriel Joseph,von Eichenwald,m,-302,-285,3402,3008,,15,0,,EW,Z,,,3
3448,Joachim Hans Franz,von Eichenwald,m,-302,-247,3017,3008,,15,0,,EW,Z,,,3
3449,Imke,Krebs,f,-322,-302,,,3042,,1,"3450,",MB,Z,,,
3450,Julien Kiirion,von Eichenwald,m,-302,-281,3042,3449,,15,0,,EW,Z,,,3
3451,Maximilian Philipp Joseph,Graf von Aigul,m,-322,-294,,,,,0,,KS,Z,,,
3452,Ida Nelenia,Freifrau von Mouton,f,-322,-302,,,,,0,,KS,Z,,,
3453,Ludwig Johann,Freiherr von Glace,m,-320,-302,,,,,0,,KS,Z,,,
3454,Konrad Johann,von Bergetal,m,-301,-289,2544,2682,,13,0,,BT,Z,,,3
3455,Emma,Böhm,f,-331,-301,,,2758,,1,"3456,",TF,Z,,,
3456,August Ferdinand Maximilian Franz,von Möwenburg,m,-301,-262,2758,3455,3699,12,6,"3765,3865,3867,3901,3937,3952,",MB,Z,,,2
3457,Joachim Elurin Andreas,von Eichenwald,m,-301,-270,2841,3342,3636,13,3,"3767,3798,3881,",EW,Z,,,1
3458,Theodor Bernhard Meriel,Höfer,m,-326,-301,,,,,0,,EW,Z,,,
3459,Therese Wiebke,Nowak,f,-323,-263,,,,,0,,MU,Z,,,
3460,Bernhard Elurin,von Eichenwald,m,-301,-235,2992,3042,,15,0,,EW,Z,,"Kinder der Veräter Fürst, mit ihm gestorben",3
3461,Aldon Joachim,Schwab,m,-323,-279,,,3000,,1,"3462,",EW,Z,,,
3462,Aldon Anton Martin Peter,von Möwenburg,m,-301,-279,3461,3000,,13,0,,MB,Z,,,3
